,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,10000.0,25000.0,55060.0,111930.0,220175.0,426575.0,758000.0,1229630.0,1856265.0,2627355.0,3570645.0,4606025.0,6082470.0,7679270.0,10795090.0,14643040.0,20928785.0,30368280.0,42781985.0,63169795.0,89826190.0,122071460.0,158791180.0,203045885.0,251762525.0,320354780.0,385560355.0,494805550.0,635431270.0,791112300.0
1,0.0,0.0,15000.0,45030.0,102210.0,210155.0,418885.0,747320.0,1222145.0,1839105.0,2631790.0,3539490.0,4648285.0,6115650.0,7802410.0,10719590.0,14872955.0,21099845.0,29945625.0,42385095.0,62795520.0,91001545.0,122576940.0,160300400.0,200651485.0,251881285.0,314879150.0,387163450.0,499601545.0,640586240.0,794120990.0
2,0.0,0.0,0.0,30000.0,87255.0,198060.0,407140.0,727765.0,1218265.0,1804845.0,2646715.0,3561675.0,4726045.0,6094250.0,7742950.0,10438565.0,14853745.0,21242880.0,30864990.0,43622670.0,63359450.0,90641050.0,123748900.0,157764290.0,200829960.0,251795370.0,321864335.0,383518365.0,481566250.0,631794565.0,794691280.0
3,0.0,0.0,0.0,0.0,56650.0,165360.0,371695.0,707735.0,1173310.0,1778205.0,2640060.0,3532640.0,4623690.0,6083810.0,7770325.0,10673185.0,15006485.0,21327020.0,30144870.0,43087245.0,62782405.0,91213215.0,119841280.0,158741750.0,202037750.0,259797485.0,313829100.0,396135925.0,489018120.0,628743605.0,792567190.0
4,0.0,0.0,0.0,0.0,0.0,109200.0,310540.0,652100.0,1117480.0,1733460.0,2530190.0,3404400.0,4573290.0,5969150.0,7647300.0,10602110.0,14793910.0,21159470.0,30112940.0,42475500.0,62845820.0,89517650.0,124576310.0,160795340.0,205551780.0,254429060.0,312123620.0,383473270.0,485688420.0,636167380.0,798371550.0
5,0.0,0.0,0.0,0.0,0.0,0.0,208980.0,531270.0,1011960.0,1648080.0,2395530.0,3398250.0,4518160.0,5860530.0,7547790.0,10596660.0,15113350.0,21166930.0,29877670.0,43252500.0,62831390.0,88619250.0,120315620.0,160382060.0,201545290.0,249889930.0,316264820.0,387711870.0,496677630.0,633344030.0,809509740.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330210.0,810990.0,1448100.0,2253600.0,3180350.0,4261770.0,5714330.0,7341500.0,10247230.0,14713780.0,21070460.0,29607570.0,43702710.0,62112440.0,87773980.0,122138700.0,160438010.0,201509500.0,252823910.0,317358510.0,389302400.0,497956890.0,638260130.0,788318190.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474480.0,1087380.0,1866150.0,2822220.0,3954140.0,5344520.0,7008620.0,9880580.0,14290200.0,20478950.0,29487820.0,42033390.0,61150590.0,89340430.0,121936240.0,159346690.0,202772410.0,253047350.0,317980570.0,387730320.0,485820180.0,633096200.0,789786750.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631800.0,1456290.0,2337070.0,3462730.0,4847670.0,6674530.0,9576550.0,13604300.0,19897490.0,29255570.0,41028390.0,61878290.0,88875800.0,121163400.0,156382420.0,203624260.0,256794680.0,314681810.0,381179540.0,491281870.0,627773430.0,783073460.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829980.0,1709020.0,2832420.0,4255920.0,5940760.0,8718900.0,13164400.0,19764060.0,28560920.0,42487000.0,59893440.0,88299340.0,119523440.0,156510900.0,202713020.0,248435540.0,315105600.0,385150500.0,485949040.0,627856960.0,788713640.0
