,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889840.0,2021280.0,3474640.0,5196400.0,7931680.0,12226080.0,19065200.0,27788240.0,40420160.0,59660960.0,84996400.0,120056640.0,156754960.0,198368640.0,254244480.0,312963580.0,380585660.0,493552460.0,626486180.0,797152980.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095680.0,2515360.0,4274560.0,6991360.0,11492800.0,17932560.0,26980720.0,38987920.0,58898960.0,86685600.0,119414560.0,156768480.0,196849120.0,248201600.0,312568060.0,381844420.0,480981620.0,643401520.0,788205800.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383840.0,3091120.0,5897680.0,10556880.0,16544960.0,26032000.0,37572560.0,56994960.0,86349040.0,116706960.0,152883200.0,200833360.0,248206960.0,314420160.0,382012040.0,491087820.0,633994340.0,805863480.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742400.0,4618800.0,8848400.0,15602000.0,24364400.0,36963200.0,56335600.0,84742400.0,115686000.0,154595200.0,196986800.0,243337600.0,307612300.0,381919500.0,478187700.0,617775900.0,777084600.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718000.0,7120800.0,13476000.0,22522400.0,35493600.0,55617600.0,83569600.0,111748400.0,151502400.0,195116400.0,246240400.0,308601800.0,376100300.0,489179700.0,613797300.0,785394400.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4459200.0,10894400.0,19993200.0,32558400.0,52594800.0,79146000.0,112282400.0,150470400.0,191304400.0,247069200.0,305066600.0,370983700.0,482493100.0,619405300.0,778657200.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382000.0,15791200.0,28589200.0,47197200.0,75171200.0,107818400.0,147224400.0,186266400.0,235465200.0,308210700.0,373579200.0,480295000.0,623348300.0,770716100.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9266400.0,21755200.0,39744000.0,71191200.0,101424000.0,137591200.0,182290800.0,228234400.0,291719900.0,361140300.0,468178500.0,611712000.0,769687900.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13048000.0,32206000.0,61124400.0,90789600.0,129484000.0,172171600.0,226447600.0,284731100.0,356569900.0,465198100.0,604026400.0,770825500.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18508800.0,46164800.0,77786800.0,116009200.0,160834400.0,214250400.0,276575400.0,346198300.0,450903400.0,591828600.0,745800200.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27018000.0,59369200.0,100292000.0,143956000.0,191440800.0,257625500.0,326909300.0,434428300.0,571445400.0,717205500.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31056000.0,69704800.0,115320000.0,163434400.0,227833400.0,298481900.0,399233400.0,546568300.0,709646800.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37147200.0,79580000.0,128800000.0,194938800.0,260832000.0,373530300.0,514848700.0,670609000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43842400.0,95780000.0,154860000.0,228882500.0,338150000.0,469268500.0,641400100.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48979200.0,114903100.0,185284900.0,284736000.0,434553200.0,595182200.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63536400.0,133672500.0,236472300.0,383177700.0,541893600.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69057000.0,175320000.0,312214500.0,480339000.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99387000.0,249709500.0,408658500.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133308000.0,315801000.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163985400.0
