,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.76666666666665,784.9333333333334,1256.9666666666667,1758.4,2277.5666666666666,2914.7999999999997,3725.866666666666,4539.033333333334,5582.7333333333345,6993.933333333336,8658.3,10709.53333333333,12489.399999999989,14190.866666666654,16337.76666666666,17890.366666666665,19754.233333333344,21665.700000000026,23324.233333333366,25118.800000000043
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.46666666666664,861.0,1373.6333333333334,1894.4333333333334,2563.4,3313.566666666666,4207.7,5177.666666666668,6652.333333333335,8442.933333333334,10350.199999999997,12056.79999999999,13711.366666666656,15705.19999999999,17462.199999999997,19401.90000000001,21059.03333333335,23284.566666666702,24523.100000000042
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.46666666666664,947.3333333333334,1498.2333333333336,2165.5666666666666,2844.0999999999995,3789.5666666666666,4737.133333333334,6181.000000000002,8123.733333333334,9851.099999999997,11611.833333333325,13655.366666666658,15382.033333333324,17237.499999999996,19088.066666666673,21017.03333333335,22781.500000000033,24744.06666666671
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.2,1063.3,1678.3666666666666,2480.1,3307.266666666666,4370.8,5804.166666666668,7600.833333333334,9454.433333333332,11363.333333333328,13091.399999999989,14697.666666666657,16575.066666666662,18535.066666666673,20145.766666666677,21995.16666666669,23719.966666666707
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.5,1175.7666666666667,1924.7666666666664,2802.1,3891.7666666666664,5400.266666666668,7171.266666666668,8777.3,10736.599999999997,12536.533333333324,14430.033333333324,16251.433333333329,17988.6,19953.966666666678,21317.333333333358,23565.500000000036
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.3,1396.9666666666667,2279.433333333333,3311.0,4783.333333333334,6491.800000000001,8438.966666666665,10276.23333333333,11949.933333333327,13994.399999999992,15609.999999999993,17390.566666666666,19313.233333333344,21052.03333333335,22836.5666666667
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.5666666666667,1660.1666666666665,2723.7,4071.666666666667,5883.966666666668,7806.166666666666,9738.633333333328,11278.633333333326,13068.299999999992,15295.233333333326,16996.233333333334,19003.600000000006,20799.33333333335,22124.90000000003
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.9,1934.8,3244.5,5318.133333333334,7063.233333333334,8807.633333333331,10657.733333333328,12303.66666666666,14132.299999999992,15993.599999999993,17785.6,19759.833333333343,21535.73333333336
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.3333333333333,2483.6,4364.5,6074.833333333334,7998.199999999999,9764.533333333331,11689.533333333324,13342.699999999993,15329.299999999996,17117.333333333332,18862.66666666667,20944.70000000002
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.6,3144.4,4988.433333333334,6866.0666666666675,8739.733333333332,10760.633333333328,12489.633333333324,14332.266666666661,15966.06666666666,17801.46666666667,19348.000000000007
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.1666666666667,3643.966666666667,5666.966666666667,7461.533333333332,9138.499999999996,11058.599999999995,12880.46666666666,14776.999999999993,16457.23333333333,18095.233333333337
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.5999999999997,3699.5000000000005,5613.533333333334,7341.366666666666,9212.466666666664,10986.266666666663,12699.399999999992,14659.399999999994,16419.666666666664
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.7666666666667,3577.933333333333,5348.233333333334,7309.399999999999,9005.033333333333,11037.599999999995,12903.333333333325,14641.899999999996
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.7666666666664,3722.366666666667,5386.266666666667,7350.7,9292.499999999996,10836.699999999997,12802.76666666666
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.7,3697.866666666667,5538.4,7189.933333333334,9137.799999999997,10992.56666666666
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.2666666666667,3645.1333333333337,5413.8,7315.233333333334,9135.699999999999
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.3666666666666,3629.0333333333333,5455.1,7316.633333333333
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.8,3696.7,5478.433333333334
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0666666666668,3804.266666666667
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.4666666666667
